disease_id,disease_name
MESH:D054364,Solitary Fibrous Tumors
MESH:D000419,Albuminuria
MESH:D000789,"Angina, Unstable"
MESH:D008590,Meningoencephalitis
MESH:D004415,Dyspepsia
MESH:D006311,Hearing Disorders
MESH:D016411,"Lymphoma, T-Cell, Peripheral"
MESH:D001745,Urinary Bladder Diseases
MESH:C538320,Histidinemia
MESH:D007248,"Infertility, Male"
MESH:D010291,Paresis
MESH:D003966,Camurati-Engelmann Syndrome
MESH:D003638,Deafness
MESH:C535755,"Congenital disorder of glycosylation, type 2C"
MESH:D002524,Cerebellar Ataxia
MESH:D008067,Lipoma
MESH:D011018,"Pneumonia, Pneumococcal"
MESH:C536163,Keratosis palmoplantaris striata 3
MESH:D012893,Sleep Wake Disorders
MESH:D008181,Lupus Nephritis
MESH:D001259,Ataxia
MESH:D015428,Myocardial Reperfusion Injury
MESH:D011349,Proctitis
MESH:D013167,"Spondylitis, Ankylosing"
MESH:D006930,Hyperalgesia
MESH:D003128,Coma
MESH:D009839,Oligomenorrhea
MESH:D006973,Hypertension
MESH:D001284,Atrophy
MESH:D006932,Hyperbilirubinemia
MESH:D048909,Diabetes Complications
MESH:D013899,Thoracic Neoplasms
MESH:C531617,Amyotrophic lateral sclerosis 1
MESH:C554498,AIDS-related Kaposi sarcoma
MESH:D002294,"Carcinoma, Squamous Cell"
MESH:C536211,Congenital contractural arachnodactyly
MESH:C565291,"Dermatitis, Atopic, 4"
MESH:D002057,"Burns, Chemical"
MESH:D001201,Ascites
MESH:C562639,"Epidermolysis Bullosa, Junctional, Non-Herlitz Type"
MESH:D005483,Flushing
MESH:D007951,"Leukemia, Myeloid"
MESH:D012481,"Salmonella Infections, Animal"
MESH:D046110,"Hypertension, Pregnancy-Induced"
MESH:D017241,MELAS Syndrome
MESH:D006520,"Hepatitis, Animal"
MESH:D010437,Peptic Ulcer
MESH:D000855,Anorexia
MESH:D016510,Corneal Neovascularization
MESH:D006970,Disorders of Excessive Somnolence
MESH:D001161,Arteriosclerosis
MESH:D011782,Quadriplegia
MESH:D065631,"Rhinitis, Allergic"
MESH:C566878,"Encephalopathy, Neonatal Severe, Due To Mecp2 Mutations"
MESH:C562646,"Hypophosphatasia, Infantile"
MESH:D005207,Fasciculation
MESH:D009361,Neoplasm Invasiveness
MESH:C567125,Combined Saposin Deficiency
MESH:D011471,Prostatic Neoplasms
MESH:C565753,"Craniosynostosis, Type 2"
MESH:D012514,"Sarcoma, Kaposi"
MESH:D002305,Cardiac Tamponade
MESH:C567382,Crouzon Syndrome With Acanthosis Nigricans
MESH:D002318,Cardiovascular Diseases
MESH:D006014,Glycogen Storage Disease Type VII
MESH:D020262,"Mercury Poisoning, Nervous System"
MESH:D010523,Peripheral Nervous System Diseases
MESH:D009401,Nephrosis
MESH:D004715,Endometriosis
MESH:D016098,Gerstmann-Straussler-Scheinker Disease
MESH:D000743,"Anemia, Hemolytic"
MESH:D010009,Osteochondrodysplasias
MESH:D011141,Polyuria
MESH:D056725,"von Willebrand Disease, Type 1"
MESH:D014786,Vision Disorders
MESH:D010292,Paresthesia
MESH:D047928,Premature Birth
MESH:D020274,Autoimmune Diseases of the Nervous System
MESH:D004195,"Disease Models, Animal"
MESH:D053201,"Urinary Bladder, Overactive"
MESH:D007105,Immune Complex Diseases
MESH:C566438,"Ceroid Lipofuscinosis, Neuronal, 10"
MESH:D018798,"Anemia, Iron-Deficiency"
MESH:C565359,"Hypertension, Early-Onset, Autosomal Dominant, with Severe Exacerbation in Pregnancy"
MESH:D011030,Pneumothorax
MESH:D006463,Hemolytic-Uremic Syndrome
MESH:D004485,Eczema
MESH:D014717,Vertigo
MESH:D012559,Schizophrenia
MESH:D012892,Sleep Deprivation
MESH:C562864,Myeloperoxidase Deficiency
MESH:C567728,"Inflammatory Bowel Disease 28, Autosomal Recessive"
MESH:D018761,Multiple Endocrine Neoplasia Type 1
MESH:D046351,"Protoporphyria, Erythropoietic"
MESH:D000755,"Anemia, Sickle Cell"
MESH:D011297,Prenatal Exposure Delayed Effects
MESH:D028361,Mitochondrial Diseases
MESH:D011230,Precancerous Conditions
MESH:D043204,"Mineralocorticoid Excess Syndrome, Apparent"
MESH:D019955,Conduct Disorder
MESH:C567527,"Ehlers-Danlos Syndrome, Type VII, Autosomal Recessive"
MESH:C565324,"Parkinson Disease 4, Autosomal Dominant Lewy Body"
MESH:D058426,Neointima
MESH:D004381,Duodenal Ulcer
MESH:D000015,"Abnormalities, Multiple"
MESH:D004938,Esophageal Neoplasms
MESH:D007511,Ischemia
MESH:D013576,Syndactyly
MESH:D006976,"Hypertension, Pulmonary"
MESH:D001997,Bronchopulmonary Dysplasia
MESH:D014202,Tremor
MESH:D003876,"Dermatitis, Atopic"
MESH:D009080,Mucocutaneous Lymph Node Syndrome
MESH:C538237,"Adrenal hyperplasia, congenital, type 5"
MESH:D017119,Porphyria Cutanea Tarda
MESH:D020925,"Hypoxia-Ischemia, Brain"
MESH:D007890,Leiomyosarcoma
MESH:D009021,Morphine Dependence
MESH:C565746,"Microcephaly, Primary Autosomal Recessive, 3"
MESH:D020567,Fetal Weight
MESH:D055665,Purpura Fulminans
MESH:D003877,"Dermatitis, Contact"
MESH:D008269,Macular Edema
MESH:D005871,Castleman Disease
MESH:D007984,Leydig Cell Tumor
MESH:D014947,Wounds and Injuries
MESH:D020246,Venous Thrombosis
MESH:C538655,Hepatorenal form of glycogen storage disease
MESH:D009377,Multiple Endocrine Neoplasia
MESH:D015212,Inflammatory Bowel Diseases
MESH:D003922,"Diabetes Mellitus, Type 1"
MESH:C536654,Phosphoenolpyruvate carboxykinase deficiency
MESH:D008607,Intellectual Disability
MESH:D054000,"Nevus, Sebaceous of Jadassohn"
MESH:D016137,Spina Bifida Cystica
MESH:D003930,Diabetic Retinopathy
MESH:C537984,"Charcot-Marie-Tooth disease, Type 1C"
MESH:D003711,Demyelinating Diseases
MESH:D014029,Tobacco Use Disorder
MESH:C567411,"Ectodermal Dysplasia, Anhidrotic, With T-Cell Immunodeficiency, Autosomal Dominant"
MESH:D015619,Respiratory System Abnormalities
MESH:D006938,Hyperlipoproteinemia Type II
MESH:D019956,Stereotypic Movement Disorder
MESH:D002375,Catalepsy
MESH:D008708,Methemoglobinemia
MESH:C564390,"Cardiomyopathy, Dilated, 1M"
MESH:C567186,Mullerian Aplasia and Hyperandrogenism
MESH:D006521,"Hepatitis, Chronic"
MESH:D005148,Facial Dermatoses
MESH:D003057,Cockayne Syndrome
MESH:C567636,Leber Congenital Amaurosis 14
MESH:D020345,"Enterocolitis, Necrotizing"
MESH:C537884,Peters anomaly
MESH:C536017,Achondrogenesis type 2
MESH:D034141,Hypoalbuminemia
MESH:D010900,Pituitary Diseases
MESH:D007172,Erectile Dysfunction
MESH:C562730,Adenocarcinoma Of Esophagus
MESH:D003316,Corneal Diseases
MESH:C537653,"Bartter syndrome, type 3"
MESH:D007024,"Hypotension, Orthostatic"
MESH:D012874,"Skin Diseases, Infectious"
MESH:D005757,"Gastritis, Atrophic"
MESH:C562791,"Hypophosphatemic Rickets, Autosomal Dominant"
MESH:D003424,Crohn Disease
MESH:D007918,Leprosy
MESH:C563835,"Drug Metabolism, Poor, CYP2D6-Related"
MESH:D065630,"Hernias, Diaphragmatic, Congenital"
MESH:D006323,Heart Arrest
MESH:C564751,VACTERL Association With Hydrocephalus
MESH:D012555,Schistosomiasis mansoni
MESH:D010390,"Pemphigoid, Benign Mucous Membrane"
MESH:D009182,Mycosis Fungoides
MESH:C537251,"Hemophagocytic lymphohistiocytosis, familial, 3"
MESH:D012713,Serum Sickness
MESH:C538045,Chromosome 17 deletion
MESH:D017240,Mitochondrial Myopathies
MESH:D007251,"Influenza, Human"
MESH:D009784,Occupational Diseases
MESH:D010382,Peliosis Hepatis
MESH:D010003,Osteoarthritis
MESH:D030981,Acro-Osteolysis
MESH:C564400,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 8"
MESH:C567564,"Isolated Growth Hormone Deficiency, Type IB"
MESH:D014565,Urogenital Neoplasms
MESH:D005878,Gilbert Disease
MESH:C564417,"[OBSOLETE] Granulomatous Disease, Chronic, X-Linked"
MESH:D054179,"Angioedemas, Hereditary"
MESH:D004827,Epilepsy
MESH:D011248,Pregnancy Complications
MESH:D003027,Cluster Headache
MESH:C562729,[OBSOLETE] Esophageal Squamous Cell Carcinoma
MESH:C535934,"Cholestasis, progressive familial intrahepatic 2"
MESH:D015835,Ocular Motility Disorders
MESH:D015432,"Glomerulonephritis, Membranoproliferative"
MESH:D016871,Pasteurellaceae Infections
MESH:C566123,"Cirrhosis, Familial"
MESH:D019046,Bone Marrow Neoplasms
MESH:D001480,Basal Ganglia Diseases
MESH:C567337,Cowden-Like Syndrome
MESH:D002295,"Carcinoma, Transitional Cell"
MESH:D055847,Lynch Syndrome II
MESH:D001748,Urinary Bladder Neck Obstruction
MESH:C536045,"[OBSOLETE] Osteogenesis imperfecta, type 4"
MESH:D014257,Trichuriasis
MESH:D001929,Brain Edema
MESH:D006086,Graft vs Host Disease
MESH:D011470,Prostatic Hyperplasia
MESH:C536447,Cortisone reductase deficiency
MESH:D055577,Farber Lipogranulomatosis
MESH:D008679,Metaplasia
MESH:C567925,"[OBSOLETE] Hyper-Ige Recurrent Infection Syndrome, Autosomal Dominant"
MESH:D006556,Heroin Dependence
MESH:D013119,Spinal Cord Injuries
MESH:C538376,"Hyperinsulinemic hypoglycemia, familial, 7"
MESH:D006946,Hyperinsulinism
MESH:D016640,"Diabetes, Gestational"
MESH:D014973,Xanthomatosis
MESH:D062787,Drug Overdose
MESH:C536911,Familial medullary thyroid carcinoma
MESH:D003414,Crigler-Najjar Syndrome
MESH:D014564,Urogenital Abnormalities
MESH:D004831,"Epilepsies, Myoclonic"
MESH:D017093,Liver Failure
MESH:D007943,"Leukemia, Hairy Cell"
MESH:D054038,Posterior Leukoencephalopathy Syndrome
MESH:D004832,"Epilepsy, Absence"
MESH:D006983,Hypertrichosis
MESH:D003557,Phyllodes Tumor
MESH:D003123,"Colorectal Neoplasms, Hereditary Nonpolyposis"
MESH:C566627,"Ceroid Lipofuscinosis, Neuronal, 6"
MESH:D007855,Lead Poisoning
MESH:C562710,"Diabetes Mellitus, Insulin-Resistant, with Acanthosis Nigricans"
MESH:D018222,Desmoid Tumors
MESH:D029424,"Pulmonary Disease, Chronic Obstructive"
MESH:D018921,Leukostasis
MESH:C566936,Gallbladder Disease 4
MESH:D063646,Carcinogenesis
MESH:D008103,Liver Cirrhosis
MESH:D010014,Osteolysis
MESH:D013375,Substance Withdrawal Syndrome
MESH:C567206,Cone-Rod Dystrophy 12
MESH:D002780,"Cholestasis, Intrahepatic"
MESH:C565547,"Glaucoma 3, Primary Congenital, A"
MESH:C537948,"Ceroid lipofuscinosis, neuronal 1, infantile"
MESH:D005921,Glomerulonephritis
MESH:D007021,Hypospadias
MESH:D042822,Genomic Instability
MESH:D009901,Optic Nerve Diseases
MESH:D002357,Cartilage Diseases
MESH:D000168,Acrocephalosyndactylia
MESH:D015858,Anisometropia
MESH:D001835,Body Weight
MESH:C535282,Raine syndrome
MESH:D009437,Neuralgia
MESH:D006212,Hallucinations
MESH:D015352,Dry Eye Syndromes
MESH:C538173,Acquired angioedema
MESH:D052537,"Niemann-Pick Disease, Type B"
MESH:D020263,"Lead Poisoning, Nervous System"
MESH:D063647,Fetal Alcohol Spectrum Disorders
MESH:C564064,CDKL5 deficiency disorder
MESH:C566991,"Cleft Palate, Isolated, And Mental Retardation"
MESH:D009877,Endophthalmitis
MESH:D049290,"Tay-Sachs Disease, AB Variant"
MESH:D008224,"Lymphoma, Follicular"
MESH:C536420,Primrose syndrome
MESH:D002280,Basal Cell Carcinoma
MESH:C536726,Zlotogora-Ogur syndrome
MESH:D016773,"Leishmaniasis, Cutaneous"
MESH:D018376,Cardiovascular Abnormalities
MESH:D015674,"Mammary Neoplasms, Animal"
MESH:D002544,Cerebral Infarction
MESH:D019465,Craniofacial Abnormalities
MESH:C567088,"Angiopathy, Hereditary, With Nephropathy, Aneurysms, And Muscle Cramps"
MESH:D011697,"Purpura, Thrombotic Thrombocytopenic"
MESH:D006432,Hemochromatosis
MESH:D019586,Intracranial Hypertension
MESH:C566933,"Osteopetrosis, Autosomal Recessive 4"
MESH:D016715,Proteus Syndrome
MESH:D013103,"Spherocytosis, Hereditary"
MESH:C565537,"46,XY Gonadal Dysgenesis, Complete or Partial, DHH-Related"
MESH:D058496,Smith-Magenis Syndrome
MESH:D012170,Retinal Vein Occlusion
MESH:D017545,"Aortic Aneurysm, Thoracic"
MESH:D055947,Loeys-Dietz Syndrome
MESH:D018450,Disease Progression
MESH:C535704,Malpuech facial clefting syndrome
MESH:D015837,Vestibular Diseases
MESH:D017512,Lichenoid Eruptions
MESH:C536658,Perisylvian syndrome
MESH:D002178,"Candidiasis, Chronic Mucocutaneous"
MESH:C565346,Tuberous Sclerosis 1
MESH:C565054,"Myeloproliferative Disorder, Chronic, with Eosinophilia"
MESH:C566897,"Plasminogen Deficiency, Type I"
MESH:D005264,Femoral Fractures
MESH:D006073,Gout
MESH:D007947,"Leukemia, Megakaryoblastic, Acute"
MESH:C536138,Megacystis microcolon intestinal hypoperistalsis syndrome
MESH:C563425,"Diabetes Mellitus, Permanent Neonatal"
MESH:D006969,"Hypersensitivity, Immediate"
MESH:D012178,Retinopathy of Prematurity
MESH:C567787,"[OBSOLETE] Cerebral Amyloid Angiopathy, App-Related"
MESH:C566296,"Cardiomyopathy, Dilated, 1u"
MESH:D018192,Lymphangioleiomyomatosis
MESH:D012595,"Scleroderma, Systemic"
MESH:D011546,Pseudohypoaldosteronism
MESH:D006471,Gastrointestinal Hemorrhage
MESH:D008171,Lung Diseases
MESH:D001416,Back Pain
MESH:D014693,Ventricular Fibrillation
MESH:D013272,Stomach Diseases
MESH:D019588,"Aging, Premature"
MESH:D009136,Muscular Dystrophies
MESH:D001989,Bronchiolitis Obliterans
MESH:D001982,Bronchial Diseases
MESH:D008881,Migraine Disorders
MESH:D014352,Trypanosomiasis
MESH:D020391,"Muscular Dystrophy, Facioscapulohumeral"
MESH:C536575,Borjeson-Forssman-Lehmann syndrome
MESH:C564181,Holoprosencephaly 3
MESH:C535612,Al Awadi syndrome
MESH:C538065,Frontonasal dysplasia
MESH:D003967,Diarrhea
MESH:D006947,Hyperkalemia
MESH:C563236,Testicular Germ Cell Tumor
MESH:D007565,Jaundice
MESH:D013651,Taste Disorders
MESH:D049912,Growth Hormone-Secreting Pituitary Adenoma
MESH:D018288,"Carcinoma, Small Cell"
MESH:D020294,"Myasthenic Syndromes, Congenital"
MESH:D012878,Skin Neoplasms
MESH:D013280,Stomatitis
MESH:C537264,"Lamellar ichthyosis, type 2"
MESH:D007806,Language Disorders
MESH:D009771,Obsessive-Compulsive Disorder
MESH:D001170,"Arthritis, Infectious"
MESH:D020774,Pick Disease of the Brain
MESH:D012871,Skin Diseases
MESH:D011561,Pseudoxanthoma Elasticum
MESH:D013923,Thromboembolism
MESH:D019190,Iron Overload
MESH:D006949,Hyperlipidemias
MESH:D000067877,Autism Spectrum Disorder
MESH:D009120,Muscle Cramp
MESH:D007039,Hypotrichosis
MESH:D002636,Cherubism
MESH:C564696,"Oculocutaneous Albinism, Type IV"
MESH:D004646,Emphysema
MESH:D006985,Hyperventilation
MESH:D009846,Oliguria
MESH:C565192,Neutral Lipid Storage Disease with Myopathy
MESH:D010518,Periodontitis
MESH:C535742,Congenital disorder of glycosylation type 1D
MESH:D020250,Postoperative Nausea and Vomiting
MESH:D006965,Hyperplasia
MESH:D000140,"Acidosis, Lactic"
MESH:D012852,Sinusitis
MESH:D011472,Prostatitis
MESH:D006963,Hyperphagia
MESH:D007669,Kidney Calculi
MESH:D013064,Speech Disorders
MESH:C566005,"Cardiomyopathy, Familial Hypertrophic, 1"
MESH:C563162,Chondrocalcinosis 2
MESH:D052776,Female Urogenital Diseases
MESH:D006552,"Hernia, Inguinal"
MESH:D013118,Spinal Cord Diseases
MESH:C537150,"Hypoglycemia, leucine-induced"
MESH:D015663,"Osteoporosis, Postmenopausal"
MESH:D009062,Mouth Neoplasms
MESH:C536736,Witkop syndrome
MESH:C536780,T cell immunodeficiency primary
MESH:D014555,Urination Disorders
MESH:D014802,Vitamin A Deficiency
MESH:D002805,Chondrocalcinosis
MESH:D002812,Chondroma
MESH:D016491,Peripheral Vascular Diseases
MESH:D014983,Xeroderma Pigmentosum
MESH:D003872,Dermatitis
MESH:D009139,Musculoskeletal Abnormalities
MESH:D058566,Sacroiliitis
MESH:D058631,Pycnodysostosis
MESH:D006390,Hemangioendothelioma
MESH:D014103,Torticollis
MESH:D011629,"Puberty, Precocious"
MESH:D017453,"Dermatitis, Irritant"
MESH:D007003,Hypoglycemia
MESH:D029461,Sialic Acid Storage Disease
MESH:D058739,Aberrant Crypt Foci
MESH:C538178,Acrodermatitis enteropathica
MESH:D020388,"Muscular Dystrophy, Duchenne"
MESH:C537873,"Larsen syndrome, dominant type"
MESH:C537485,"Spastic paraplegia 13, autosomal dominant"
MESH:C562576,"Diarrhea 3, Secretory Sodium, Congenital"
MESH:C538339,[OBSOLETE] Nasopharyngeal carcinoma
MESH:D012120,Respiration Disorders
MESH:C566170,"Cardiomyopathy, Familial Hypertrophic, 3"
MESH:D010412,Penile Neoplasms
MESH:D009436,Neural Tube Defects
MESH:D006937,Hypercholesterolemia
MESH:D006623,von Hippel-Lindau Disease
MESH:D013290,Streptococcal Infections
MESH:D015508,Nasal Obstruction
MESH:D008207,Lymphatic Metastasis
MESH:C536748,Worth syndrome
MESH:D005168,Factor VII Deficiency
MESH:C538394,"Hdl Deficiency, Type 2"
MESH:D034381,Hearing Loss
MESH:D054506,Chloracne
MESH:D010485,Periapical Periodontitis
MESH:D011595,Psychomotor Agitation
MESH:D049288,"Muscular Dystrophies, Limb-Girdle"
MESH:C535314,Miller-McKusick-Malvaux-Syndrome (3M Syndrome)
MESH:D011618,Psychotic Disorders
MESH:D002971,Cleft Lip
MESH:D020964,Embryo Loss
MESH:C566945,Trifunctional Protein Deficiency With Myopathy And Neuropathy
MESH:C563867,Insulin-Like Growth Factor I Deficiency
MESH:D012008,Recurrence
MESH:D006816,Huntington Disease
MESH:C567450,"Macular Degeneration, Age-Related, 11"
MESH:D004487,Edema
MESH:C567681,"Cardiomyopathy, Familial Hypertrophic, 15"
MESH:D018211,"Chondrosarcoma, Mesenchymal"
MESH:C562590,"Xeroderma Pigmentosum, Complementation Group B"
MESH:D000860,Hypoxia
MESH:D013971,Thyrotoxicosis
MESH:D009216,Myopia
MESH:D011655,Pulmonary Embolism
MESH:D014402,Tuberous Sclerosis
MESH:D007416,Intestinal Perforation
MESH:D018287,"Carcinoma, Large Cell"
MESH:C566478,Testicular Microlithiasis
MESH:C538068,Fructosuria
MESH:D012422,"Rupture, Spontaneous"
MESH:D012891,Sleep Apnea Syndromes
MESH:D006562,Herpes Zoster
MESH:C566171,"Cardiomyopathy, Familial Hypertrophic, 2"
MESH:C566449,Pyridoxamine 5-Prime-Phosphate Oxidase Deficiency
MESH:D006961,Hyperparathyroidism
MESH:D020437,Hypoglossal Nerve Diseases
MESH:D003072,Cognition Disorders
MESH:D020326,Migraine without Aura
MESH:C567284,"Diabetes Mellitus, Insulin-Dependent, 22"
MESH:D058186,Acute Kidney Injury
MESH:D055673,Acrocallosal Syndrome
MESH:D017180,"Tachycardia, Ventricular"
MESH:C535554,Abdominal obesity metabolic syndrome
MESH:D012141,Respiratory Tract Infections
MESH:C567281,Diamond-Blackfan Anemia 4
MESH:D008439,Maxillary Diseases
MESH:D008382,Marfan Syndrome
MESH:D006259,Craniocerebral Trauma
MESH:D016538,Mucopolysaccharidosis VII
MESH:D006940,Hyperemia
MESH:D004892,Erythema Multiforme
MESH:D009798,Ocular Hypertension
MESH:D019337,Hematologic Neoplasms
MESH:D008232,Lymphoproliferative Disorders
MESH:D015175,Prolactinoma
MESH:D015209,"Cholangitis, Sclerosing"
MESH:D053627,Asthenozoospermia
MESH:D000568,Amenorrhea
MESH:D013945,Thymoma
MESH:C537437,Aromatic amino acid decarboxylase deficiency
MESH:D023921,Coronary Stenosis
MESH:C537240,Progressive supranuclear palsy atypical
MESH:D010265,Paraproteinemias
MESH:D007926,Lesch-Nyhan Syndrome
MESH:C565754,"Deafness, Autosomal Dominant 20"
MESH:C563865,"Cardiomyopathy, Familial Hypertrophic, 10"
MESH:D013160,Splenic Neoplasms
MESH:D004239,"Diverticulitis, Colonic"
MESH:C565561,Friedreich Ataxia 1
MESH:D015535,"Arthritis, Psoriatic"
MESH:C537730,Oculocutaneous albinism type 2
MESH:D006959,Hyperoxaluria
MESH:D013492,Suppuration
MESH:D050010,"Hyperthyroxinemia, Familial Dysalbuminemic"
MESH:D052018,Bulimia Nervosa
MESH:D018640,Stomatognathic System Abnormalities
MESH:D018208,"Liposarcoma, Myxoid"
MESH:D001022,Aortic Valve Insufficiency
MESH:C537217,"Hereditary spastic paralysis, infantile onset ascending"
MESH:D001167,Arteritis
MESH:D012734,Disorders of Sex Development
MESH:D049068,"Plagiocephaly, Nonsynostotic"
MESH:C537844,Nonseminomatous germ cell tumor
MESH:C564766,Thyroid Dyshormonogenesis 1
MESH:D012175,Retinoblastoma
MESH:D008654,Mesothelioma
MESH:C535520,Renal cysts and diabetes syndrome
MESH:D018908,Muscle Weakness
MESH:C536377,Anonychia congenita
MESH:C566858,Copper-Overload Cirrhosis
MESH:D007567,"Jaundice, Neonatal"
MESH:D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
MESH:D014545,Urinary Calculi
MESH:D016770,Ciliophora Infections
MESH:D000844,Ankylosis
MESH:C537443,"Meningioma, familial"
MESH:D001165,Arteriovenous Malformations
MESH:D001661,Biliary Tract Neoplasms
MESH:D020257,Ventricular Remodeling
MESH:D007644,Darier Disease
MESH:D007738,Kyphosis
MESH:D013158,Splenic Diseases
MESH:D058490,"Disorder of Sex Development, 46,XY"
MESH:D018232,"Rhabdomyosarcoma, Alveolar"
MESH:C565776,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 5"
MESH:D013203,Staphylococcal Infections
MESH:D000564,Ameloblastoma
MESH:D003111,Colonic Polyps
MESH:D014571,Urologic Neoplasms
MESH:D005715,Gambling
MESH:D010049,Ovarian Diseases
MESH:D050035,Sexual Infantilism
MESH:D006317,"Hearing Loss, Noise-Induced"
MESH:D008325,"Mammary Neoplasms, Experimental"
MESH:D007888,Leigh Disease
MESH:D012552,Schistosomiasis
MESH:D002430,Cecal Neoplasms
MESH:D015479,"Leukemia, Myelomonocytic, Acute"
MESH:D006453,Hemoglobinopathies
MESH:D001247,Asthenia
MESH:C536044,"Osteogenesis imperfecta, type 3"
MESH:D053609,Lethargy
MESH:C562942,"Aortic Valve, Calcification of"
MESH:D008068,Lipomatosis
MESH:D014625,Vaginal Neoplasms
MESH:C535436,Bethlem myopathy
MESH:C566024,Transient Myeloproliferative Disorder of Down Syndrome
MESH:C537160,Hypotrichosis simplex
MESH:C563210,Beta-Ureidopropionase Deficiency
MESH:D005530,Foot Deformities
MESH:D000169,Acrodermatitis
MESH:D007592,Joint Diseases
MESH:D007246,Infertility
MESH:D009634,Noonan Syndrome
MESH:D011644,Puerperal Disorders
MESH:D007154,Immune System Diseases
MESH:D050500,"Pancreatitis, Chronic"
MESH:D020323,Tics
MESH:C565840,Long Qt Syndrome 3
MESH:D001763,Blepharoptosis
MESH:D020426,Sciatic Neuropathy
MESH:D018636,Hypoplastic Left Heart Syndrome
MESH:D012791,Shy-Drager Syndrome
MESH:C538247,Amish lethal microcephaly
MESH:D005262,Feminization
MESH:C536330,Polycystic liver disease
MESH:D002252,Carbon Tetrachloride Poisoning
MESH:C563692,"Glaucoma 1, Open Angle, G"
MESH:C567251,"Inflammatory Bowel Disease 25, Autosomal Recessive"
MESH:D000172,Acromegaly
MESH:C535309,3-methylcrotonyl CoA carboxylase 2 deficiency
MESH:D001650,Bile Duct Neoplasms
